compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
GaHoOSr																					1								
AlCeCoMn																				3									
GaInNiY																					1								
NiYb																													
BaEuNOSiSr																				4									
DyKOWY					1																								
CClHLaNTi																1													
LuPd		1																			1		1						
ErFeN		2	1																										
ErFeO												1				1	1		1			1		1	3		5		
AgLaSi															1														
ClKTaTm																													
FeLaNiOZn							4		8																				
ErFeP								1																					
BaCeCoGdO												4													3				
GeSiY									7																				
GdLiOSi															1					1									
CCrFHOSSm						1																							
ErKLaOTiYb																			3										
BeEuNO																										1			
MgNaOPrW														1															
CClHOSTbTm																	12												
AlCErH																			3										
CHKNaOPSbWYb																											1		
BCHHoNOZn																	1												
AsCeFFeOY														1															
BCClFHNNdO												1																	
AgLaSn															3														
ClMoOPr															1									1					
GaRhTb	1																					1							
BiLaLiNaOTi																3													
LiNOSiSrTb																4													
BiHoORu																													
ErFeV						1			4			2																	
CHLaNaOSTb																													
KLaMoOW															6														
ErFeW			1																										
CuEuNiORuSr															4														
BiFeGaOY						1		1	1				1	1									5						
BCeCoRh																													
AlBeCaNdO																													
BBaErO				1			1		1															2					
ErFeY			3										4												4				
AsCHNOSTm																				1			1						
BrNaY																													
OSiSrTbY																			1								5		
BiCaCuEuLaO																													
BCaEuOSr																					5								
AlCCeHSi																						1					1		
CeLaNdPrZr																													
LaNiOPtSr															1														
OTbU																			1				1						
AlLaNiO			2									1			1	1			1				1						
CuGaOTm																													
BClNdO																													
AlGdMnOSr	3																						6			6			
FeNdOsSi								1																					
CFHKLaOS																								1					
OTbV				2			2											4				5							
OTbW							3																						
AsBaLaOTh				1																									
OPSrTb									1									1											
LuPt																						1							
CCeHKNSi																			1				2						
CsFRbTb																													
GaRhTm	1																					1							
GaYZn							2																						
OTbY		1													3					7		2		1		1			
CCeClHNOReS																1													
NbOYYb																										3			
BCCoGdHNNiOS																								2					
AlLaOSrTiZn																					6								
AlLaNiU																													
BaEuLaMgOW																													
PbPdTb									1																				
HoLaLiMoOYb																		6											
CHHgIOYb																													
AgTmY																													
AlLaNiY							1																						
ErLaMgNaOW																								1					
CCoHNOPPr								1					1																
CeCoCrEuLaNdOPrSmSr						1																							
BCeNNi											1		1																
CEuHKMoOSiW													1																
FeHTb				2			1	4																					
AgEuFSe																									1				
BCHNOPScSi																							1						
CrSbSm																													
ErRbS							1																						
FeGdOP																5													
ErOPSiTh																					9								
CuDyGaPr																													
CClCoHOPr																											3		
CePPd																													
CCuFeNd	2		1																										
OSTmZr																										1			
BaCeCoOYbZr															1														
CaOPrSrTi											1																		
BeCoHo																													
BiClCsNbNdOW															1														
PbPdTm	1								1																				
BCReSc					1																								
CHLaLuNO							1		3			3																	
AlCeCuLa														1	6														
BiOSmVY									5																				
CCeHLiOP																		3											
CNOPr	1																					8							
AsFNd																													
FeHTm		2																											
CuSiSm																													
FeGdOY		3				2					3				2				3		4						13		
BiFeLaNdO																						3							
DyNiORu																													
BrCHLiNOSiSm																				1									
CoHoLaO	6																												
BCeHNa																						1							
AsCFHNOTb																													
CaLaMg									1																				
BrGdINa		6																											
HNNd					1																								
CCeFeHNOZr																										2			
CClCoGdHO																	1			1			1						
CFHNOPRuYb															1			1			1								
DyNaOTeW																							1						
CdCeCsSe								1																					
AgClCsErIn																													
CGeHNOTbW													1																
CaDyOTmW																					5								
CHLuOPSi														2				1											
ErGaOPPb																			1										
BCGdHNaOSi								1																					
BiErGeOPb													6																
CClCsHKNaOSiWY															1														
CePPt				1								1		1															
BLaOSbSr																													
CDyGeHNOY																													
