compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
CClCuFHNOReS															2														
BrCFeHPRuSn									1																				
CHNPPdSSn																			3		2								
CClHOPdS	8	1	1	4	13	6	2	5	10	1	4	2	6	9	1	5	13		11	11	5	3	3	1	3	8			
CClCrHOSSn																													
CGaHIOSi								2			8																		
CCuHNOPSmW															1														
AgCClHMoOP		1																											
BCFHLuN																2		5		2									
AsCHNbOP																													
CClGeHV																													
AgCClHMoOS						1																							
CClGeHW												1																	
CHLiNiOSi																				2									
AlCCuHNiO									1																				
CFHNPPtSb			1						1			4	2		1		1			4			1						
BrCClHORu	2																2	1			1				1				
CFHNPPtSe			1			2										2			1				1						
CCuHNNiOTb																						2							
CFHNPtS	1	3	19			7	3	13	3	2	2	1	4	4	1		8	3	14	5	5	8	4	9	9	9	4		
CFHgI	2	7																											
CFHNPPtSi																			1										
CFeHMoOPSW									6																				
CHHfNNaOP																									2				
CFHgN			1					3																					
BBrCFHMoNO				1				1			1											4							
CHMoNOPSSb																													
CFHNPPtSn	1																												
CFHgO			1	1																									
BBrCFHMoNP												1																	
BCCuHIN																		1					4			2	1		
BCFe										2			1									1							
CFeHINPdS																						1							
CFHgP								1																					
CHMnNOSSnW																1													
CHMoNOPSSe					1		1																						
BCCuHIP													1					1					1						
BrCHHgIP																													
BBrCFHMoNS																													
CFeLiOS																													
AlCClHIMgO																													
BrCHInOSTe																	1												
CFHgS																		2											
BrCGeHMnNO																			1		3								
BCCuHIS																											1		
CHMoNOPSSi		1		7												3													
CFeNbSm		1	1										1																
CFHKNPd																													
CCoOP						2									15														
BrCClHMnOPRh																													
CMoOSW			2																										
CFeHMoOPSb																													
CHILaNOSi						1			1		1														1				
CCoOS	1				3			2					1	27															
BrCHOPTa					4																								
CHMoNOPSSn															2														
BrCHOPTb															1														
CClFHPPdS	1	3				1	1					1	1																
CClHLiNORhS															1														
CFFeOSb		2		3																									
BrCHOPTc																			1										
CCoOW																													
AgCClFHMoS						1																							
BiCClFeHORe																					1								
CClHNOPrZn	1	1																			1								
AlBCHNSe															1														
CFeHMoOPSi	1								2			2	5						1										
AgBCClFHPPtS																													
CClHNOPPdTe							1											1									2		
BrCHOPTi																			3	2	2		3				1		
AlBCHNSi												2			5			1											
CMoOSb																						1							
CErHOPtS																								1					
CFeHNOPdS			4	5	1				6	6	9		6	2		1	2	2		1	1	4		2	2	2	3		
CFeHMoOPSn				1																									
CHINNiPPdS																													
CFHKNPt																													
CClHNOPPdTi																											1		
CClHNOPPdTl					1																								
CMoOSi	1																												
AgCHIrPtSi						1																							
AsBCHPRuS									2																				
CHIOSiZn																				1						1			
BBrCFeHNO		1		3	3	2	2	1			2	4	1		1		1		5	4	3	3	4	3			1		
CMoOSn						1	1																						
BBrCFeHNP		5	1	1	2	1				1										1	1		2			5	1		
BCCeCoHNOP																					2								
CCeCoHMoOP													1																
CClHMnNiO																							1						
AuCFHOPTe																													
CHIOSiZr																													
AsCClHNNiOS																							1						
BBrCFeHNS																													
BrCGeHOSm																													
BCClFHNOPdPt																					3			3					
AsCClHNNiOV									1																				
CClHITa																													
AuCFHOPTi															1														
CFeMnPSiV					1																								
BCHLiNOSiYb									1			2																	
AgBrCClHN					1					1			1	2	1		2	1	1	1		3		2					
AuCFHOPTl	1																												
BBrCFHNOOsP																						1					2		
BCLiNa									1																				
AgBrCClHP										2															1				
BaCHOSnZr					2																								
CClHITh												1																	
BCClHHoLiNO															2														
CHKNNaPSi													3																
CClHITi																													
CCuFeHNPRuSiTi													2																
AsCHNNbOPW														1															
CClFHIrNORe																	1				11								
CCoFHNOPRe																				2									
CClFHIrNORh	1																												
CFHLaNOP																			1		1	1	2	1			2		
CHLiOSeSi																	1				1								
BiCHInLaNO																	1												
CHLaNOPZn																			1										
CFHLaNOS			2	1	4	4	3	6	1	4	7	1	2	4	3	3	1	1	4	12	1	2		3	1	6	5		
BiCCuFHOPS																						1							
CHKMgSi																									1				
AuCCoHNO									1	3	2	2				6			3							3	1		
CHLiOSeSn																		1											
AuCCoHNP												1						1											
CCoFHNOPRu				2	2	5		2	1		3	2		1	1	4			1		2	2	1	1					
AuCCoHNS							2		1	2															2				
BCHNaOZr									1					1															
CHMnOPTe		1																											
CClCuHSTi														1															
CHNPPdSTe														1															
CClCrHOSTe																													
CCdClGeHNTi																													
CCuHIKNO																1				1									
CFHIrNOPYb																	2												
CHNOPSiVW																				1			2	4					
CLuN												2																	
CClCrHOSTi								4					4			1													
AlAsCCuFHNO																											4		
CLuO		3											9			1								3					
BCClHNSiYb									1																				
AgCHNNaOS						2		2	1		5			2	7	3		5			1		1				1		
CErHMnNO															1		3	1		4		1	2						
BCCoFeHNOPS				5																									
BrCClHOSi																													
BBrCClHNOSZn	1																												
AgCClFeHN																		2											
CCdHMoNOPS																								4					
CCdClHPPtSe							1																						
AgCClFeHP												1									4								
BrCClHOSm																													
CCuHPRe																													
CClHNOPTbW																									1				
CCuHNOPSnW																					1								
CClHNPWZn															5			6											
BrCClHOSn		5				5						1	1	2			10												
AgCClFeHS															1														
CHSiYb	2	1		2	3		3	2			1	1		1	1		1			1						1			
CCuHPRh																													
CClCuFHINOP														2															
AgCClHMoPS																													
CHINaPt																		1	3										
CClFGeHPPt																													
BCErH																						2							
CClHLiORuS															5					4									
CClHNPuSi													1																
BrCClFGaN																						1							
CClCuFHINOS												1												1					
CClFHNOReSYb							1				2																		
CPRuSm														1															
CFHNPPtTe			1																										
CFHMgNOPPt										2																			
CCaFHMgNOP																													
BCErN						2			2																				
AsCClHInLiO				2				3																					
CCrHOPZn				1																									
CClFHMnNOPRu						2	1	1		1			1	2	2							1							
BBrCClHNORe			1	1									2				1												
CFeNbTb				1																									
CCuHHoMoNO																				2									
CCrHOPZr		1	1																			1							
BrCHKOPPdTi																													
CCuHPRu															1	1		1											
CFHNPPtTl													1						4										
BrCHMoNPSe									3																				
CClHMnOPPtReS							1																						
BCGd			2		2			1						1	2														
CClCsOY																													
CHMoNOPSTe					1																								
CCuHLiN	4		7	15	1	2	13	1		5		4	5	1	1		4	2	2		3	3		6					
CMnSnZn																							5						
BrCHMoNPSi																													
CCuHLiO	4	16			2							1	8	2	1	2	23	9				8							
CCuHLiP															1														
BCCrHHgO																													
CHMoNOPSTi													1																
CCuHLiS							1					2			6		6												
CFeHMoOPTa		1																											
BBrCClHNORu												2				2	1		1						1				
CHKNiOPSSi												4													1				
CClCrFeHNO	1		2			1		3		3	4	1	1	4	1							3	3	3	3				
CClCrFeHNP																					1								
BCCoFHORh																													
CClHIOOs			2																										
CClCrFeHNS																1													
BrCHPRhS	1																												
CEuHNNdO						1																							
CCuFeHNOPPt																				1									
CClHNNaO									2		1		3	7		5	18	13	14	4	4	4	1	5	1	1			
CFeHOTeV					2																								
BrCCaHNOTi														1															
CFFeOTl																1													
CFeHOTeW		3			1		1		2				1						4										
BrCCuFeHMgP											1																		
CHNPSSeZn				1		1													1										
CHOSSeV																													
BCCoFHNOPS		2			1	2		5											2				1						
CHOSSeW					2	1					4																		
CClHNNaS																													
BCCoFHNOPV											1																		
CCdFHOTi																				1									
CClHNNaV				2																									
CFFeHInNO																										1			
CClHNNaY																													
BBrCFeHOP					1			2										1						2	2	1			
CCrHOPSiZr																													
CFeHIMnNOP																						1							
CHKNOPtSe						2				1																			
CClHgNS																													
AsBCFHPTa																													
CCuHOSiTi	1				17	5										3													
CHKNOPtSi																					3								
CCaDyHNO								1										1				2							
AlBeCHNO										2																			
CCoPr												6						4					3						
AgCClHOPSbW																										2			
BCHINOYb																1													
CCoHHgNO						3																							
CCoPt		1			1																								
AlBrCHNPSi														1									3						
CClCuFFeHN																											3		
CHKNOPtSn												2									2								
CCoPu																													
CClINReS																													
CClFHIrNOSb							1			3		1							2			2				3			
CCoCuHNOP														1				1			2					1			
AsCHNSTb																					1								
BrCHNORuSb																											1		
CClCoHOSSi				1																									
AgAlCFHOSe																1													
BCFeHLiNOP																				1									
